feedback_id,member_id,consultation_id,rating,feedback_text,feedback_date
FB00627,M001600,CN002561,1,Needs faster appointment scheduling,2024-08-29
FB00628,M000427,CN001029,4,Average experience overall,2025-04-18
FB00629,M000963,CN004311,5,Staff was helpful and courteous,2024-08-07
FB00630,M000500,CN003073,4,Excellent follow-up care,2024-03-26
FB00631,M000430,CN002251,4,Excellent follow-up care,2025-08-14
FB00632,M001279,CN005870,4,Would recommend to others,2024-08-21
FB00633,M002155,CN001349,3,Needs faster appointment scheduling,2025-12-06
FB00634,M001427,CN004013,3,"Great experience, doctor was very attentive",2025-10-02
FB00635,M001071,CN005746,2,Long wait time at the clinic,2024-02-14
FB00636,M000097,CN001495,3,Average experience overall,2025-04-30
FB00637,M000653,CN001303,5,"Great experience, doctor was very attentive",2024-02-02
FB00638,M002262,CN000957,3,Very satisfied with the consultation,2025-08-01
FB00639,M000589,CN004499,2,Needs faster appointment scheduling,2024-07-22
FB00640,M000720,CN005411,4,Average experience overall,2024-08-12
FB00641,M000428,CN003308,3,Very satisfied with the consultation,2025-06-16
FB00642,M000944,CN003763,5,Very satisfied with the consultation,2025-12-02
FB00643,M000446,CN004250,5,Would recommend to others,2024-11-01
FB00644,M002110,CN003902,5,Excellent follow-up care,2025-08-30
FB00645,M001060,CN005982,5,Doctor explained everything clearly,2024-09-12
FB00646,M000151,CN005056,5,Needs faster appointment scheduling,2025-01-25
FB00647,M002073,CN004182,1,Telemedicine call quality was poor,2025-08-22
FB00648,M002405,CN005638,3,Would recommend to others,2025-03-24
FB00649,M000710,CN001735,4,Doctor explained everything clearly,2025-12-01
FB00650,M001051,CN003914,3,Excellent follow-up care,2024-11-13
FB00651,M001121,CN001733,4,"Great experience, doctor was very attentive",2025-02-16
FB00652,M000730,CN005577,5,Long wait time at the clinic,2024-07-07
FB00653,M000482,CN000737,4,Would recommend to others,2024-09-25
FB00654,M000354,CN004572,5,Needs faster appointment scheduling,2024-12-06
FB00655,M000797,CN000419,5,Needs faster appointment scheduling,2024-07-24
FB00656,M000837,CN004039,4,Needs faster appointment scheduling,2024-08-19
FB00657,M002365,CN000589,4,Would recommend to others,2024-07-16
FB00658,M001152,CN005791,2,"Great experience, doctor was very attentive",2024-07-21
FB00659,M001987,CN000980,4,Would recommend to others,2024-01-05
FB00660,M000269,CN004123,4,Average experience overall,2024-08-18
FB00661,M000553,CN000014,4,Needs faster appointment scheduling,2024-04-22
FB00662,M000433,CN002944,5,Excellent follow-up care,2024-06-10
FB00663,M000862,CN005756,5,Would recommend to others,2025-03-26
FB00664,M002216,CN002005,2,"Great experience, doctor was very attentive",2024-10-19
FB00665,M000604,CN000637,4,Very satisfied with the consultation,2024-07-20
FB00666,M000045,CN003777,4,Very satisfied with the consultation,2025-07-20
FB00667,M001592,CN000095,3,Needs faster appointment scheduling,2025-12-31
FB00668,M000113,CN001662,5,Doctor explained everything clearly,2025-07-26
FB00669,M001373,CN000956,5,Would recommend to others,2025-09-13
FB00670,M000990,CN002498,5,Long wait time at the clinic,2025-07-21
FB00671,M002471,CN002771,3,"Great experience, doctor was very attentive",2025-11-19
FB00672,M001236,CN003456,5,Long wait time at the clinic,2025-03-25
FB00673,M001335,CN001319,4,Long wait time at the clinic,2025-08-14
FB00674,M000152,CN005017,5,Staff was helpful and courteous,2025-03-28
FB00675,M001841,CN005277,1,Telemedicine call quality was poor,2024-11-21
FB00676,M000180,CN002334,4,Doctor explained everything clearly,2025-08-22
FB00677,M001616,CN003685,4,Average experience overall,2025-05-20
FB00678,M001548,CN002247,5,Long wait time at the clinic,2024-03-29
FB00679,M002149,CN000156,4,"Great experience, doctor was very attentive",2025-12-02
FB00680,M000898,CN004210,5,Excellent follow-up care,2024-08-31
FB00681,M000431,CN005218,3,Staff was helpful and courteous,2025-05-26
FB00682,M000362,CN000234,3,Average experience overall,2024-03-11
FB00683,M002177,CN001246,4,Very satisfied with the consultation,2025-08-26
FB00684,M001435,CN001201,5,Doctor explained everything clearly,2024-03-29
FB00685,M002170,CN004837,3,Telemedicine call quality was poor,2025-12-02
FB00686,M000401,CN000079,5,Very satisfied with the consultation,2025-12-23
FB00687,M002444,CN005806,5,Would recommend to others,2024-05-30
FB00688,M002266,CN002191,3,Doctor explained everything clearly,2024-04-06
FB00689,M000067,CN001393,3,Average experience overall,2025-02-28
FB00690,M000222,CN000788,5,Needs faster appointment scheduling,2024-09-17
FB00691,M001145,CN001939,5,Excellent follow-up care,2024-06-19
FB00692,M001790,CN004429,5,Excellent follow-up care,2024-05-03
FB00693,M002223,CN004552,1,Excellent follow-up care,2024-03-29
FB00694,M000110,CN000134,4,Excellent follow-up care,2024-12-03
FB00695,M001195,CN004731,5,Telemedicine call quality was poor,2024-03-21
FB00696,M001662,CN003923,5,Needs faster appointment scheduling,2024-04-21
FB00697,M000823,CN004861,4,Telemedicine call quality was poor,2025-10-06
FB00698,M000692,CN000167,2,Doctor explained everything clearly,2024-12-27
FB00699,M000935,CN000944,1,Needs faster appointment scheduling,2024-04-02
FB00700,M002222,CN003133,5,Average experience overall,2025-02-02
FB00701,M001673,CN003666,3,Doctor explained everything clearly,2025-08-05
FB00702,M001983,CN001165,4,Staff was helpful and courteous,2025-02-01
FB00703,M001348,CN002379,1,Staff was helpful and courteous,2024-01-09
FB00704,M002172,CN001994,2,Very satisfied with the consultation,2025-12-04
FB00705,M002454,CN000590,4,Telemedicine call quality was poor,2025-02-04
FB00706,M002474,CN000251,1,Staff was helpful and courteous,2024-06-21
FB00707,M001393,CN005024,5,Needs faster appointment scheduling,2024-10-30
FB00708,M002048,CN003712,4,Average experience overall,2024-08-14
FB00709,M000159,CN002804,4,"Great experience, doctor was very attentive",2024-03-02
FB00710,M002373,CN003439,3,Staff was helpful and courteous,2024-08-14
FB00711,M000769,CN003523,5,Needs faster appointment scheduling,2025-02-16
FB00712,M001424,CN002775,4,Would recommend to others,2025-01-24
FB00713,M002156,CN002718,2,Doctor explained everything clearly,2025-12-26
FB00714,M000622,CN004212,3,Very satisfied with the consultation,2025-04-08
FB00715,M001304,CN005083,4,Excellent follow-up care,2024-05-20
FB00716,M001132,CN001844,5,"Great experience, doctor was very attentive",2024-04-10
FB00717,M001143,CN000766,4,Long wait time at the clinic,2024-06-24
FB00718,M001839,CN001650,4,Telemedicine call quality was poor,2024-08-28
FB00719,M001914,CN002593,5,Long wait time at the clinic,2024-07-01
FB00720,M001224,CN005836,5,Excellent follow-up care,2024-07-31
FB00721,M001069,CN003297,3,Average experience overall,2025-10-05
FB00722,M001675,CN001403,4,"Great experience, doctor was very attentive",2025-06-01
FB00723,M002024,CN003238,3,Would recommend to others,2025-01-05
FB00724,M000670,CN001526,3,Long wait time at the clinic,2025-11-09
FB00725,M000001,CN005709,4,Very satisfied with the consultation,2025-03-05
FB00726,M000023,CN004149,5,Excellent follow-up care,2024-04-21
FB00727,M002487,CN002809,4,Needs faster appointment scheduling,2025-11-25
FB00728,M001998,CN004922,5,Telemedicine call quality was poor,2025-02-17
FB00729,M001267,CN002596,2,Long wait time at the clinic,2024-05-19
FB00730,M001875,CN004063,1,Average experience overall,2024-05-19
FB00731,M001896,CN002255,4,Average experience overall,2024-05-07
FB00732,M000508,CN000614,2,Would recommend to others,2024-01-04
FB00733,M001564,CN003836,5,Excellent follow-up care,2024-12-07
FB00734,M001968,CN001087,3,Very satisfied with the consultation,2025-01-31
FB00735,M000255,CN000795,5,Doctor explained everything clearly,2025-12-19
FB00736,M001960,CN000492,5,Telemedicine call quality was poor,2025-10-19
FB00737,M000800,CN004187,3,Would recommend to others,2025-02-15
FB00738,M000784,CN005960,1,Doctor explained everything clearly,2024-08-08
FB00739,M001598,CN005193,2,Very satisfied with the consultation,2024-02-26
FB00740,M001668,CN000821,5,Would recommend to others,2025-09-04
FB00741,M001002,CN003655,4,Needs faster appointment scheduling,2025-02-04
FB00742,M001065,CN004491,5,Staff was helpful and courteous,2025-09-05
FB00743,M001005,CN004284,5,Needs faster appointment scheduling,2024-05-19
FB00744,M000590,CN003177,3,"Great experience, doctor was very attentive",2024-05-26
FB00745,M001034,CN004780,5,Average experience overall,2025-06-28
FB00746,M001423,CN002661,4,Doctor explained everything clearly,2024-11-16
FB00747,M001252,CN005127,1,Would recommend to others,2025-03-18
FB00748,M000717,CN003547,2,Long wait time at the clinic,2024-05-26
FB00749,M000578,CN005514,4,Needs faster appointment scheduling,2024-11-13
FB00750,M000631,CN002049,2,Would recommend to others,2024-09-12
FB00751,M001536,CN000843,5,Doctor explained everything clearly,2024-01-04
FB00752,M000265,CN005406,3,Doctor explained everything clearly,2024-04-20
FB00753,M002390,CN005317,5,Needs faster appointment scheduling,2024-10-04
FB00754,M001737,CN001044,4,Excellent follow-up care,2025-05-05
FB00755,M001608,CN004004,5,Needs faster appointment scheduling,2024-04-23
FB00756,M001727,CN001423,3,Doctor explained everything clearly,2025-06-19
FB00757,M000746,CN001486,1,"Great experience, doctor was very attentive",2025-03-01
FB00758,M000664,CN002476,5,Telemedicine call quality was poor,2024-03-05
FB00759,M000677,CN004081,5,Doctor explained everything clearly,2025-08-12
FB00760,M002451,CN004086,2,Excellent follow-up care,2024-03-19
FB00761,M000660,CN005981,5,Very satisfied with the consultation,2024-10-13
FB00762,M000115,CN002619,5,Would recommend to others,2025-02-21
FB00763,M001454,CN003951,4,"Great experience, doctor was very attentive",2025-12-17
FB00764,M001968,CN001087,3,Excellent follow-up care,2025-01-31
FB00765,M001517,CN005679,4,Would recommend to others,2025-02-27
FB00766,M000852,CN001083,3,Needs faster appointment scheduling,2025-10-05
FB00767,M001931,CN004990,3,Very satisfied with the consultation,2024-03-22
FB00768,M001572,CN001986,4,Excellent follow-up care,2025-12-19
FB00769,M000428,CN004034,4,"Great experience, doctor was very attentive",2025-03-27
FB00770,M001661,CN005865,3,Would recommend to others,2024-02-05
FB00771,M001267,CN002857,5,Needs faster appointment scheduling,2024-03-03
FB00772,M001495,CN002815,5,Telemedicine call quality was poor,2024-03-10
FB00773,M001728,CN003382,5,Needs faster appointment scheduling,2024-03-12
FB00774,M000814,CN001157,2,Telemedicine call quality was poor,2024-05-03
FB00775,M002169,CN002110,2,Excellent follow-up care,2025-12-14
FB00776,M001285,CN000965,5,Long wait time at the clinic,2024-01-05
FB00777,M002020,CN004208,5,Telemedicine call quality was poor,2024-06-24
FB00778,M000693,CN005253,3,Very satisfied with the consultation,2024-08-16
FB00779,M001539,CN004928,3,Average experience overall,2024-06-30
FB00780,M001342,CN002086,2,Staff was helpful and courteous,2025-06-24
FB00781,M001254,CN002955,3,"Great experience, doctor was very attentive",2025-11-27
FB00782,M000729,CN001120,4,Excellent follow-up care,2024-12-24
FB00783,M002151,CN004614,5,Very satisfied with the consultation,2025-07-04
FB00784,M001132,CN001844,4,Would recommend to others,2024-04-10
FB00785,M001717,CN005499,2,Would recommend to others,2024-10-19
FB00786,M000902,CN004135,5,Staff was helpful and courteous,2025-02-01
FB00787,M001708,CN000933,4,"Great experience, doctor was very attentive",2025-12-23
FB00788,M000826,CN001678,4,Average experience overall,2024-02-14
FB00789,M002177,CN005860,4,Long wait time at the clinic,2025-07-12
FB00790,M001327,CN003180,5,Would recommend to others,2024-06-05
FB00791,M001271,CN003395,5,"Great experience, doctor was very attentive",2025-09-17
FB00792,M001518,CN000055,3,Excellent follow-up care,2024-11-09
FB00793,M001564,CN003836,5,Telemedicine call quality was poor,2024-12-07
FB00794,M000672,CN003554,4,Average experience overall,2025-01-25
FB00795,M002006,CN001075,5,Excellent follow-up care,2025-12-29
FB00796,M001352,CN000870,1,Long wait time at the clinic,2024-09-06
FB00797,M000886,CN003966,3,Needs faster appointment scheduling,2025-05-03
FB00798,M001426,CN005743,3,Doctor explained everything clearly,2024-11-05
FB00799,M001910,CN003475,4,Average experience overall,2025-03-14
FB00800,M001687,CN002347,3,Staff was helpful and courteous,2024-03-08
FB00801,M002141,CN000131,4,Needs faster appointment scheduling,2025-07-18
FB00802,M001493,CN003911,5,"Great experience, doctor was very attentive",2025-08-22
FB00803,M000221,CN004931,5,Needs faster appointment scheduling,2024-12-12
FB00804,M000789,CN005478,2,Very satisfied with the consultation,2025-11-08
FB00805,M000334,CN004521,5,Average experience overall,2025-02-05
FB00806,M001240,CN003358,3,Needs faster appointment scheduling,2025-11-15
FB00807,M001905,CN005578,4,Doctor explained everything clearly,2024-01-19
FB00808,M002224,CN004809,3,Long wait time at the clinic,2024-06-23
FB00809,M002377,CN000203,5,Would recommend to others,2024-07-03
FB00810,M001206,CN000259,4,Telemedicine call quality was poor,2024-07-25
FB00811,M001460,CN002193,5,Long wait time at the clinic,2024-04-15
FB00812,M000890,CN004760,3,Excellent follow-up care,2025-01-12
FB00813,M002074,CN000899,5,Average experience overall,2024-03-07
FB00814,M000921,CN002899,5,Very satisfied with the consultation,2024-03-23
FB00815,M001139,CN005693,5,Very satisfied with the consultation,2024-12-14
FB00816,M000970,CN002012,3,"Great experience, doctor was very attentive",2025-12-14
FB00817,M002294,CN002981,3,Needs faster appointment scheduling,2025-01-16
FB00818,M000580,CN003290,5,Doctor explained everything clearly,2024-06-22
FB00819,M001454,CN000460,3,Would recommend to others,2024-03-27
FB00820,M001173,CN000465,1,Doctor explained everything clearly,2025-11-15
FB00821,M000651,CN002553,5,Doctor explained everything clearly,2025-11-19
FB00822,M001812,CN005280,4,"Great experience, doctor was very attentive",2025-02-07
FB00823,M000503,CN005070,3,Average experience overall,2024-08-25
FB00824,M000651,CN005911,5,Would recommend to others,2025-08-10
FB00825,M001500,CN001543,5,Telemedicine call quality was poor,2025-01-25
FB00826,M001275,CN001925,4,Staff was helpful and courteous,2024-12-29
FB00827,M001327,CN005161,3,"Great experience, doctor was very attentive",2025-06-13
FB00828,M000037,CN002355,2,Telemedicine call quality was poor,2025-11-09
FB00829,M000169,CN001677,4,"Great experience, doctor was very attentive",2025-01-28
FB00830,M000976,CN002647,3,Long wait time at the clinic,2025-06-02
FB00831,M001157,CN004359,5,Average experience overall,2024-09-06
FB00832,M000594,CN005226,3,Staff was helpful and courteous,2025-07-16
FB00833,M000965,CN001550,4,Doctor explained everything clearly,2024-07-08
FB00834,M001435,CN002392,3,Very satisfied with the consultation,2024-09-20
FB00835,M001193,CN004380,4,Telemedicine call quality was poor,2025-09-11
FB00836,M000333,CN005962,2,Would recommend to others,2025-06-09
FB00837,M000113,CN001662,5,Doctor explained everything clearly,2025-07-26
FB00838,M001122,CN001411,5,"Great experience, doctor was very attentive",2024-12-20
FB00839,M001316,CN003683,3,Telemedicine call quality was poor,2025-04-19
FB00840,M001511,CN002065,4,Long wait time at the clinic,2025-01-16
FB00841,M002434,CN003323,5,Telemedicine call quality was poor,2025-03-14
FB00842,M000720,CN001033,5,Doctor explained everything clearly,2025-12-17
FB00843,M002089,CN002098,4,Very satisfied with the consultation,2025-05-21
FB00844,M001552,CN004567,5,"Great experience, doctor was very attentive",2024-04-23
FB00845,M001855,CN003245,4,Would recommend to others,2025-02-01
FB00846,M000396,CN005324,2,Doctor explained everything clearly,2024-08-30
FB00847,M000007,CN000481,5,Would recommend to others,2025-06-24
FB00848,M002491,CN001097,5,Long wait time at the clinic,2024-07-25
FB00849,M001787,CN000837,5,Long wait time at the clinic,2024-03-12
FB00850,M001327,CN004661,5,Long wait time at the clinic,2024-01-12
FB00851,M000555,CN005540,5,Doctor explained everything clearly,2025-03-01
FB00852,M000236,CN002638,4,"Great experience, doctor was very attentive",2025-08-28
FB00853,M000362,CN000234,4,"Great experience, doctor was very attentive",2024-03-11
FB00854,M000896,CN005502,4,"Great experience, doctor was very attentive",2025-04-05
FB00855,M000908,CN001262,5,Long wait time at the clinic,2025-11-02
FB00856,M000767,CN003388,5,Needs faster appointment scheduling,2025-06-23
FB00857,M001564,CN000501,2,Doctor explained everything clearly,2025-12-11
FB00858,M000178,CN003476,5,Staff was helpful and courteous,2025-10-10
FB00859,M000893,CN004523,3,Staff was helpful and courteous,2024-07-18
FB00860,M001307,CN002931,4,Doctor explained everything clearly,2025-07-23
FB00861,M000894,CN001834,5,"Great experience, doctor was very attentive",2024-04-19
FB00862,M002099,CN003895,5,Very satisfied with the consultation,2025-02-08
FB00863,M000163,CN003176,4,Doctor explained everything clearly,2025-02-05
FB00864,M001480,CN003838,5,Telemedicine call quality was poor,2024-12-07
FB00865,M002095,CN001209,4,Staff was helpful and courteous,2025-01-26
FB00866,M002196,CN001151,4,Long wait time at the clinic,2024-03-22
FB00867,M001018,CN000840,5,Long wait time at the clinic,2024-06-30
FB00868,M000739,CN005916,2,Average experience overall,2024-06-07
FB00869,M000285,CN005506,1,Telemedicine call quality was poor,2024-07-26
FB00870,M000938,CN005721,2,Long wait time at the clinic,2024-06-17
FB00871,M000149,CN003780,5,Excellent follow-up care,2025-08-24
FB00872,M001764,CN004451,4,"Great experience, doctor was very attentive",2024-01-23
FB00873,M001851,CN001803,3,Staff was helpful and courteous,2025-03-04
FB00874,M002047,CN001764,3,Average experience overall,2025-03-17
FB00875,M000003,CN000471,3,Long wait time at the clinic,2025-02-01
FB00876,M000342,CN005459,3,Doctor explained everything clearly,2025-12-23
FB00877,M002471,CN000136,3,Doctor explained everything clearly,2025-06-10
FB00878,M000372,CN005140,5,Excellent follow-up care,2024-09-21
FB00879,M001428,CN000355,5,Long wait time at the clinic,2025-03-19
FB00880,M001704,CN005285,5,Average experience overall,2024-12-28
FB00881,M000189,CN005744,4,Very satisfied with the consultation,2024-10-11
FB00882,M001263,CN004283,5,Would recommend to others,2025-03-08
FB00883,M000334,CN004521,5,Doctor explained everything clearly,2025-02-05
FB00884,M000836,CN000421,1,Average experience overall,2024-10-05
FB00885,M001990,CN004734,5,"Great experience, doctor was very attentive",2024-05-09
FB00886,M002242,CN001606,3,Staff was helpful and courteous,2025-06-16
FB00887,M002026,CN000918,5,Very satisfied with the consultation,2024-07-26
FB00888,M000525,CN002209,5,Excellent follow-up care,2025-10-03
FB00889,M000563,CN001544,4,Needs faster appointment scheduling,2024-10-18
FB00890,M000428,CN003251,5,Telemedicine call quality was poor,2025-01-13
FB00891,M001560,CN000708,5,Average experience overall,2025-08-02
FB00892,M002199,CN002465,3,"Great experience, doctor was very attentive",2025-01-28
FB00893,M002356,CN003527,3,Doctor explained everything clearly,2024-12-25
FB00894,M000112,CN002064,3,Needs faster appointment scheduling,2025-11-28
FB00895,M000737,CN005559,3,"Great experience, doctor was very attentive",2025-12-08
FB00896,M001584,CN005074,4,Needs faster appointment scheduling,2025-11-14
FB00897,M000151,CN000368,3,Average experience overall,2024-07-26
FB00898,M001698,CN001861,2,Doctor explained everything clearly,2025-08-09
FB00899,M000094,CN000255,4,Staff was helpful and courteous,2025-02-18
FB00900,M002494,CN005013,1,Average experience overall,2024-09-12
FB00901,M000726,CN000707,5,Staff was helpful and courteous,2024-03-14
FB00902,M000381,CN005046,5,Long wait time at the clinic,2024-11-04
FB00903,M001417,CN005761,5,Excellent follow-up care,2025-02-03
FB00904,M001921,CN003948,4,Staff was helpful and courteous,2024-03-12
FB00905,M002276,CN002383,2,Would recommend to others,2025-11-25
FB00906,M000949,CN003124,1,Telemedicine call quality was poor,2024-08-02
FB00907,M001804,CN001367,4,Excellent follow-up care,2024-02-22
FB00908,M001130,CN000779,4,Long wait time at the clinic,2024-08-13
FB00909,M001449,CN003925,4,Staff was helpful and courteous,2024-01-06
FB00910,M001560,CN005939,1,Would recommend to others,2025-06-08
FB00911,M000711,CN004119,3,Very satisfied with the consultation,2024-06-28
FB00912,M001393,CN005024,2,Would recommend to others,2024-10-30
FB00913,M002096,CN002175,3,Needs faster appointment scheduling,2024-02-03
FB00914,M000888,CN002902,4,"Great experience, doctor was very attentive",2024-11-28
FB00915,M001118,CN001887,5,Very satisfied with the consultation,2024-11-07
FB00916,M001442,CN000290,5,Excellent follow-up care,2024-10-28
FB00917,M002222,CN003133,3,Very satisfied with the consultation,2025-02-02
FB00918,M001955,CN003756,4,Would recommend to others,2025-02-16
FB00919,M001208,CN005169,3,Doctor explained everything clearly,2025-07-29
FB00920,M001970,CN001761,4,Doctor explained everything clearly,2024-08-22
FB00921,M000727,CN002919,4,"Great experience, doctor was very attentive",2024-08-10
FB00922,M000665,CN001980,2,Needs faster appointment scheduling,2024-02-12
FB00923,M000148,CN003983,3,Staff was helpful and courteous,2025-12-08
FB00924,M000577,CN004541,4,Needs faster appointment scheduling,2024-01-19
FB00925,M001926,CN004522,4,Average experience overall,2024-05-18
FB00926,M002188,CN003955,3,Would recommend to others,2024-10-25
FB00927,M002347,CN004778,4,Very satisfied with the consultation,2025-08-28
FB00928,M001792,CN001453,1,Average experience overall,2025-08-25
FB00929,M002256,CN001048,4,Doctor explained everything clearly,2024-01-14
FB00930,M002104,CN003407,4,Average experience overall,2025-03-14
FB00931,M000541,CN003243,4,Doctor explained everything clearly,2025-12-03
FB00932,M000778,CN001043,4,Average experience overall,2024-10-13
FB00933,M000941,CN004368,4,Average experience overall,2025-04-16
FB00934,M001914,CN002593,4,Excellent follow-up care,2024-07-01
FB00935,M001169,CN005055,5,Very satisfied with the consultation,2025-07-08
FB00936,M000183,CN002154,1,Very satisfied with the consultation,2025-06-23
FB00937,M000827,CN005321,3,Would recommend to others,2025-10-09
FB00938,M002097,CN000558,3,Needs faster appointment scheduling,2025-11-15
FB00939,M001255,CN004786,5,Staff was helpful and courteous,2025-02-15
FB00940,M002244,CN003714,2,Needs faster appointment scheduling,2024-04-04
FB00941,M002187,CN000282,5,Telemedicine call quality was poor,2025-02-20
FB00942,M000847,CN003098,2,Long wait time at the clinic,2024-10-12
FB00943,M000101,CN003657,4,Needs faster appointment scheduling,2025-07-02
FB00944,M001262,CN000177,5,Very satisfied with the consultation,2025-02-22
FB00945,M001233,CN004295,5,Average experience overall,2024-12-02
FB00946,M000102,CN002384,5,Staff was helpful and courteous,2025-07-19
FB00947,M000479,CN001952,5,"Great experience, doctor was very attentive",2024-08-26
FB00948,M000313,CN000466,5,Telemedicine call quality was poor,2025-08-14
FB00949,M002185,CN005644,2,Telemedicine call quality was poor,2025-02-22
FB00950,M001411,CN005420,5,"Great experience, doctor was very attentive",2024-01-12
FB00951,M001389,CN003486,4,Staff was helpful and courteous,2025-11-08
FB00952,M001265,CN005690,3,Very satisfied with the consultation,2024-12-10
FB00953,M001808,CN005868,4,Would recommend to others,2025-04-17
FB00954,M001574,CN004739,3,Telemedicine call quality was poor,2024-06-16
FB00955,M001985,CN002990,3,Staff was helpful and courteous,2025-05-18
FB00956,M001903,CN002877,2,Doctor explained everything clearly,2024-03-16
FB00957,M000206,CN005029,4,Needs faster appointment scheduling,2025-04-01
FB00958,M000651,CN004343,4,Excellent follow-up care,2024-12-15
FB00959,M001910,CN005141,4,Needs faster appointment scheduling,2025-08-31
FB00960,M001603,CN005866,5,Doctor explained everything clearly,2025-03-12
FB00961,M002236,CN000714,2,Doctor explained everything clearly,2024-09-19
FB00962,M000904,CN005133,4,Telemedicine call quality was poor,2025-10-05
FB00963,M000921,CN002899,4,Staff was helpful and courteous,2024-03-23
FB00964,M001395,CN004774,5,Staff was helpful and courteous,2024-05-28
FB00965,M000852,CN003641,4,Staff was helpful and courteous,2025-04-26
FB00966,M001525,CN001920,3,Staff was helpful and courteous,2025-05-09
FB00967,M002064,CN004504,3,Excellent follow-up care,2025-02-25
FB00968,M001142,CN005900,4,Long wait time at the clinic,2024-03-05
FB00969,M001779,CN002531,5,Doctor explained everything clearly,2024-11-24
FB00970,M002149,CN003375,5,Needs faster appointment scheduling,2024-09-04
FB00971,M000113,CN003754,5,Excellent follow-up care,2025-10-02
FB00972,M000865,CN001237,4,Needs faster appointment scheduling,2025-02-22
FB00973,M000623,CN002493,4,Excellent follow-up care,2025-01-31
FB00974,M000265,CN004782,5,Long wait time at the clinic,2024-07-12
FB00975,M000624,CN001473,5,"Great experience, doctor was very attentive",2024-06-19
FB00976,M000646,CN003776,1,Would recommend to others,2024-07-01
FB00977,M000210,CN003565,5,Telemedicine call quality was poor,2025-04-01
FB00978,M001556,CN000967,1,Telemedicine call quality was poor,2025-09-09
FB00979,M000718,CN002082,3,Long wait time at the clinic,2025-03-04
FB00980,M002418,CN004068,4,Long wait time at the clinic,2025-07-03
FB00981,M002202,CN000159,5,Staff was helpful and courteous,2024-04-10
FB00982,M001836,CN000971,3,"Great experience, doctor was very attentive",2024-11-29
FB00983,M000893,CN002825,4,Very satisfied with the consultation,2024-08-27
FB00984,M002087,CN002467,5,Excellent follow-up care,2024-09-04
FB00985,M001032,CN001824,3,Average experience overall,2024-07-08
FB00986,M000771,CN001890,5,Average experience overall,2024-09-24
FB00987,M001349,CN000057,2,Average experience overall,2024-07-12
FB00988,M002096,CN002175,5,Would recommend to others,2024-02-03
FB00989,M000454,CN000705,4,Long wait time at the clinic,2024-05-04
FB00990,M002024,CN003238,5,Doctor explained everything clearly,2025-01-05
FB00991,M002238,CN004078,4,Staff was helpful and courteous,2024-09-09
FB00992,M002035,CN001647,3,Needs faster appointment scheduling,2025-03-14
FB00993,M001532,CN000415,2,Would recommend to others,2024-10-21
FB00994,M000804,CN000155,1,"Great experience, doctor was very attentive",2025-08-21
FB00995,M000726,CN003884,4,Very satisfied with the consultation,2024-02-27
FB00996,M002316,CN004517,5,Average experience overall,2025-10-10
FB00997,M000131,CN005871,4,"Great experience, doctor was very attentive",2025-05-19
FB00998,M002241,CN005028,5,Excellent follow-up care,2025-04-20
FB00999,M000607,CN002478,5,Doctor explained everything clearly,2024-04-23
FB01000,M000342,CN005459,3,Very satisfied with the consultation,2025-12-23
FB01001,M002185,CN005644,5,Would recommend to others,2025-02-22
FB01002,M000146,CN002621,3,"Great experience, doctor was very attentive",2024-03-27
FB01003,M000839,CN005622,2,Telemedicine call quality was poor,2024-06-16
FB01004,M001279,CN000151,2,Staff was helpful and courteous,2025-07-31
FB01005,M000294,CN004398,3,"Great experience, doctor was very attentive",2025-04-16
FB01006,M001210,CN005994,5,"Great experience, doctor was very attentive",2024-12-16
FB01007,M002176,CN002282,5,Would recommend to others,2024-07-05
FB01008,M002172,CN003386,5,Needs faster appointment scheduling,2024-12-05
FB01009,M000898,CN004896,5,Doctor explained everything clearly,2024-06-13
FB01010,M000947,CN005972,3,Excellent follow-up care,2025-06-27
FB01011,M001942,CN005451,5,Staff was helpful and courteous,2025-01-16
FB01012,M000788,CN000012,4,Long wait time at the clinic,2024-01-16
FB01013,M000978,CN003217,5,Doctor explained everything clearly,2025-07-07
FB01014,M000813,CN004242,3,Doctor explained everything clearly,2025-09-03
FB01015,M000011,CN005359,4,Average experience overall,2025-09-17
FB01016,M002421,CN003906,4,"Great experience, doctor was very attentive",2024-04-20
FB01017,M002084,CN005160,5,Would recommend to others,2025-04-26
FB01018,M000562,CN000839,2,Staff was helpful and courteous,2024-02-01
FB01019,M001362,CN004851,4,Long wait time at the clinic,2025-02-01
FB01020,M001988,CN000341,5,Telemedicine call quality was poor,2024-01-04
FB01021,M001098,CN005762,4,Doctor explained everything clearly,2024-03-08
FB01022,M001014,CN001485,3,Long wait time at the clinic,2024-06-02
FB01023,M001079,CN005135,5,Doctor explained everything clearly,2024-07-18
FB01024,M002225,CN001173,3,Staff was helpful and courteous,2025-11-21
FB01025,M001666,CN001660,5,"Great experience, doctor was very attentive",2025-11-18
FB01026,M001349,CN004755,3,Needs faster appointment scheduling,2025-11-17
FB01027,M001813,CN001701,5,Doctor explained everything clearly,2024-04-18
FB01028,M000935,CN000944,5,Telemedicine call quality was poor,2024-04-02
FB01029,M000788,CN001035,2,"Great experience, doctor was very attentive",2025-11-08
FB01030,M001564,CN003836,5,Long wait time at the clinic,2024-12-07
FB01031,M000721,CN005810,5,Doctor explained everything clearly,2024-08-13
FB01032,M001993,CN004810,4,Average experience overall,2024-09-15
